"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
2492253,"December 31, 2022",Alabama,Mobile,"200 block of Dauphin St",7,1,1,0,1,N/A
2491656,"December 31, 2022",Arizona,Phoenix,"4201 N 19th Ave",9,0,0,0,0,N/A
2491054,"December 30, 2022",Tennessee,Memphis,"E Brooks Rd",3,1,0,0,0,N/A
2490925,"December 30, 2022",Texas,Humble,"4800 block of Park Square Ln",3,2,0,0,0,N/A
2489614,"December 28, 2022","New York",Bronx,"851 E Tremont Ave",3,1,0,0,2,N/A
2490150,"December 28, 2022",Texas,Dallas,"9500 block of Scyene Rd",6,0,0,0,0,N/A
2488952,"December 27, 2022","District of Columbia",Washington,"2300 block of Pennsylvania Ave SE",4,0,0,0,0,N/A
2489345,"December 27, 2022",Ohio,Columbus,"900 block of Bellows Ave",5,0,0,0,0,N/A
2489124,"December 27, 2022",California,Eureka,"4000 block of Crane St",2,2,0,0,1,N/A
2488209,"December 26, 2022",Louisiana,"New Orleans","2031 St Maurice Ave",4,2,0,0,1,N/A
2487989,"December 24, 2022",Mississippi,Columbus,"90 block of Luxapalila Dr",3,1,1,0,1,N/A
2487517,"December 23, 2022",Kansas,Wichita,"900 block of S Mission Rd",2,2,0,0,2,N/A
2485011,"December 19, 2022",Florida,"Lake City","NW Dixie Ave and NW Wright Ln",5,0,0,0,0,N/A
2484083,"December 18, 2022",California,"Santa Ana","2112 S Main St",3,1,0,0,3,N/A
2483594,"December 18, 2022",Oklahoma,"Oklahoma City","311 S Klein Ave",4,0,0,0,0,N/A
2483489,"December 17, 2022",Georgia,Atlanta,"3000 Continental Colony Pkwy SW",3,2,0,0,1,N/A
2483188,"December 16, 2022",Georgia,Valdosta,"611 E Ann St",2,2,0,0,1,N/A
2482288,"December 16, 2022",Illinois,Chicago,"2150 S Laflin St",2,2,0,0,1,N/A
2483108,"December 16, 2022",Texas,Dallas,"2691 John West Rd",5,0,0,0,0,N/A
2482711,"December 16, 2022",Tennessee,Memphis,"831 Springdale Run Dr",5,0,0,0,0,N/A
2480430,"December 13, 2022","New York",Rochester,"Atlantic Ave and Illinois St",4,1,0,0,0,N/A
2479678,"December 12, 2022","New York",Bronx,"388 E 141st St",4,0,0,0,0,N/A
2478664,"December 11, 2022",Illinois,Chicago,"3235 N Central Ave",1,3,0,0,1,N/A
2478061,"December 9, 2022",Arizona,Phoenix,"S 21st and W Burgess LN",3,1,0,0,0,N/A
2477622,"December 8, 2022",Michigan,Detroit,"1114 Washington Blvd",4,0,0,0,0,N/A
2477404,"December 8, 2022",Louisiana,"New Orleans","4242 Chef Menteur Hwy",4,0,0,0,0,N/A
2475554,"December 6, 2022","New York",Bronx,"Daly Ave and E 180th St",4,0,0,0,0,N/A
2475546,"December 6, 2022",Georgia,Macon,"159 Steven Dr",1,3,0,0,0,N/A
2474143,"December 4, 2022",Illinois,Zion,"1800 block of Horeb Ave",5,0,0,0,0,N/A
2472924,"December 1, 2022",Texas,"San Antonio","4200 block of S Cibolo St",4,0,0,0,0,N/A
2471298,"November 30, 2022",Louisiana,"Lake Charles","510 Broad St",8,0,0,0,0,N/A
2469354,"November 27, 2022",Florida,Tallahassee,"2101 Wahnish Way",4,1,0,0,2,N/A
2468894,"November 27, 2022",Louisiana,"New Orleans","200 block of Bourbon St",5,0,0,0,1,N/A
2468642,"November 26, 2022",Alabama,Mobile,"216 Dauphin St",4,0,0,0,2,N/A
2468745,"November 26, 2022",Georgia,Atlanta,"117 17th St NW",4,2,0,0,6,N/A
2468325,"November 26, 2022",Illinois,Chicago,"12700 block of S Halsted St",2,2,0,0,0,N/A
2468162,"November 25, 2022",Georgia,Atlanta,"2700 block of Gresham Rd",0,0,3,1,0,N/A
2467661,"November 24, 2022",Texas,Houston,"1511 Baggett Ln",2,2,0,0,1,N/A
2467743,"November 24, 2022",California,"Costa Mesa","400 block of W Bay St",4,1,0,0,1,N/A
2466835,"November 23, 2022",Maryland,"Temple Hills","2300 block of Iverson St",4,0,0,0,0,N/A
2466431,"November 23, 2022",Pennsylvania,Philadelphia,"1901 N 60th St",4,0,0,0,0,N/A
2465761,"November 22, 2022",Virginia,Chesapeake,"1521 Sam's Circle",6,6,0,1,0,N/A
2465213,"November 22, 2022",Florida,"West Palm Beach","600 block of Snead Cir",2,2,0,0,1,N/A
2464943,"November 20, 2022",Oklahoma,Hennessey,"2372 N 2760 Rd",1,4,0,0,1,N/A
2464272,"November 20, 2022",Texas,Dallas,"2000 S Beckley Ave",4,0,0,0,0,N/A
2463465,"November 19, 2022",Colorado,"Colorado Springs","3430 N Academy Blvd",19,5,0,0,1,N/A
2464352,"November 19, 2022",Illinois,"Washington Park","Bunkum Rd and N 45th St",3,1,0,0,0,N/A
2463882,"November 19, 2022",Mississippi,Philadelphia,"560 Line St",6,1,0,0,1,N/A
2462457,"November 18, 2022",Virginia,Richmond,"4275 Laurel Oak Rd",0,4,0,0,1,N/A
2458727,"November 13, 2022",Pennsylvania,Philadelphia,"400 block of E Wyoming Ave",4,0,0,0,0,N/A
2458676,"November 13, 2022","North Carolina",Enfield,"1662 Green Acres Rd",5,1,0,0,0,N/A
2458863,"November 13, 2022",Nebraska,Omaha,"3347 Ames Ave",6,1,1,0,2,N/A
2459150,"November 13, 2022",Virginia,Charlottesville,"130 Culbreth St",2,3,0,0,1,N/A
2458933,"November 12, 2022",California,Sacramento,"4000 block of May St",4,0,0,0,0,N/A
2459005,"November 12, 2022",Texas,"Fort Worth","6655 Calgary Ln",4,0,0,0,1,N/A
2459259,"November 12, 2022",California,Indio,"Lilac Ct and Golden Rod Dr",3,1,0,0,0,N/A
2458467,"November 12, 2022","New Jersey",Paterson,"50 Block of N Main St",4,0,0,0,0,N/A
2459156,"November 12, 2022",Tennessee,Memphis,"S Goodlett St and Sheffield Ave",4,0,0,0,0,N/A
2458086,"November 11, 2022","New Jersey","Jersey City","Virginia Ave and Martin Luther King Dr",4,0,0,0,0,N/A
2455710,"November 7, 2022",Texas,"Mcallen (McAllen)","4700 block of Jasmine Ave",4,0,0,0,1,N/A
2453865,"November 6, 2022",Illinois,Chicago,"311 W Chicago Ave",3,1,0,0,1,N/A
2453892,"November 6, 2022",Illinois,Chicago,"5100 block of S Kolin Ave",5,0,0,0,0,N/A
2454565,"November 6, 2022",California,Tulare,"Rd 84 and Ave 208",5,0,0,0,0,N/A
2455484,"November 6, 2022",Florida,Gainesville,"500 SW 2nd Ave",4,0,0,0,0,N/A
2454281,"November 5, 2022","New York",Buffalo,"30 E Amherst St",4,0,0,0,0,N/A
2453744,"November 5, 2022",Pennsylvania,Philadelphia,"853 E Allegheny Ave",9,0,0,0,0,N/A
2452673,"November 4, 2022",Florida,Orlando,"10145 Myers Dr",1,4,1,0,1,N/A
2452798,"November 4, 2022",Maryland,"La Plata","3018 Wildflower Dr",0,4,0,1,0,N/A
2452501,"November 3, 2022",Illinois,Chicago,"3700 block of W Chicago Ave",4,0,0,0,0,N/A
2451028,"November 2, 2022",Texas,Houston,"2930 W Sam Houston Pkwy S",4,0,0,0,0,N/A
2451550,"November 2, 2022",Mississippi,Hattiesburg,"W 5th St",3,2,0,0,2,N/A
2450360,"November 1, 2022",Colorado,Denver,"1400 block of Verbena St",5,1,0,0,1,N/A
2450917,"November 1, 2022",Maryland,Baltimore,"2000 block of W Pratt St",4,0,0,0,0,N/A
2449986,"October 31, 2022",Kansas,"Kansas City","S 50th St and Elmwood Ave",6,1,0,0,1,N/A
2450557,"October 31, 2022",Illinois,"East Saint Louis","935 St Louis Ave",3,2,0,0,0,N/A
2449653,"October 31, 2022",Illinois,Chicago,"S California Ave and W Polk St",13,1,0,0,0,N/A
2448898,"October 30, 2022",Tennessee,Memphis,"3920 Park Ave",3,1,0,0,2,N/A
2448366,"October 30, 2022",Colorado,Aurora,"900 block of N Geneva St",0,4,0,0,1,N/A
2448287,"October 30, 2022",Pennsylvania,Philadelphia,"601 Spring Garden St",6,0,0,0,0,N/A
2448361,"October 30, 2022",California,Covina,"17000 block of E Bellbrook St",2,2,0,0,3,N/A
2448372,"October 30, 2022","South Carolina",Charleston,"1900 Hazelwood Dr",4,0,0,0,1,N/A
2448015,"October 29, 2022",Florida,Orlando,"8204 Crystal Clear Ln",6,0,0,0,0,N/A
2448330,"October 29, 2022",Florida,Tallahassee,"2101 W Pensacola St",8,1,1,0,4,N/A
2447980,"October 28, 2022",Ohio,Toledo,"Junction Ave and Belmont Ave",2,2,0,0,0,N/A
2447379,"October 28, 2022",Pennsylvania,Pittsburgh,"3737 Brighton Rd",5,0,0,0,2,N/A
2447217,"October 27, 2022",Oklahoma,"Broken Arrow","425 S Hickory Ave",0,7,0,1,0,N/A
2445686,"October 25, 2022",Ohio,Hamilton,"700 block of S 2nd St",2,2,0,0,0,N/A
2445939,"October 25, 2022","North Carolina",Greensboro,"900 block of Circle Dr",4,2,0,0,0,N/A
2443879,"October 24, 2022",Missouri,"Saint Louis","3125 S Kingshighway Blvd",4,2,0,1,0,N/A
2443849,"October 24, 2022",Illinois,Chicago,"3200 block of W 30th St",3,1,0,0,0,N/A
2443627,"October 23, 2022",Texas,Brownsville,"1200 block of W Saint Francis St",5,0,0,0,0,N/A
2443194,"October 23, 2022",Illinois,Chicago,"4300 block of S Kedzie Ave",2,3,0,0,0,N/A
2443276,"October 23, 2022",Wisconsin,Milwaukee,"N 34th St and W Wright St",4,0,0,0,0,N/A
2442695,"October 22, 2022",Wisconsin,Milwaukee,"W Fond Du Lac and W Hoyt Pl",6,0,0,0,0,N/A
2443257,"October 22, 2022","North Carolina",Oxford,"100 block of Granville St",6,0,0,0,0,N/A
2443287,"October 22, 2022",Georgia,Cordele,"1309 16th Ave E",4,0,0,0,1,N/A
2443231,"October 22, 2022",Arizona,Phoenix,"6330 W Miami St",7,1,0,0,0,N/A
2450590,"October 21, 2022",Mississippi,Cleveland,"511 Lee St",3,1,0,0,0,N/A
2442632,"October 21, 2022",Louisiana,"New Orleans","2200 block of N Galvez St",3,1,0,0,0,N/A
2444683,"October 21, 2022",Wisconsin,Hartland,"700 Mansfield Court",0,4,0,2,0,N/A
2442008,"October 21, 2022",Louisiana,"Baton Rouge","636 Harding Blvd",11,0,0,0,3,N/A
2441540,"October 20, 2022",Ohio,Cleveland,"4497 State Rd",5,0,0,0,0,N/A
2439423,"October 17, 2022",Virginia,Woodbridge,"5297 Mansfield Ct",0,4,0,0,1,N/A
2438904,"October 16, 2022",Texas,"El Paso","8500 block of Dyer St",3,1,0,0,1,N/A
2438505,"October 16, 2022",Georgia,Atlanta,"223 James P Brawley Dr SW",4,0,0,0,0,N/A
2439294,"October 16, 2022",California,Lancaster,"44236 20th St E",4,0,0,0,2,N/A
2438461,"October 16, 2022",Virginia,Harrisonburg,"1500 block of Devon Ln",8,0,0,0,1,N/A
2438121,"October 15, 2022",Colorado,Denver,"900 Dakin St",7,1,0,0,0,N/A
2438154,"October 15, 2022",Massachusetts,Worcester,"88 Webster St",6,0,0,0,3,N/A
2438494,"October 15, 2022","New York",Freeport,"Babylon Tpke and Independence Ave",4,0,0,0,0,N/A
2438482,"October 15, 2022",Pennsylvania,Pittsburgh,"300 block of Cedar Ave",1,3,0,0,0,N/A
2438723,"October 15, 2022",Mississippi,"Itta Bena",N/A,7,2,0,0,0,N/A
2437284,"October 14, 2022",Pennsylvania,Philadelphia,"Willard St and Shelbourne St",4,0,0,0,0,N/A
2436826,"October 13, 2022","North Carolina",Raleigh,"5300 block of Sahalee Way",2,5,1,0,1,N/A
2437177,"October 13, 2022","North Carolina","New Bern","2100 block of New Bern Ave",4,0,0,0,0,N/A
2437630,"October 13, 2022",Alabama,Lanett,"1912 50th Ave SW",6,0,0,0,0,N/A
2434847,"October 10, 2022",California,Delano,"County Line Road and Road 136",3,1,0,0,0,N/A
2434247,"October 9, 2022","South Carolina",Inman,"280 Bobo Dr",0,5,0,0,1,N/A
2434128,"October 9, 2022",Florida,Miami,"525 NE 150th St",3,1,0,0,0,N/A
2439284,"October 9, 2022",Oklahoma,Henryetta,"US-75 and Catalpa Rd",0,4,0,0,1,N/A
2434326,"October 9, 2022",Arkansas,Jacksonville,"300 Marshall Rd",3,1,0,0,0,N/A
2433539,"October 9, 2022",Florida,Tampa,"908 N Franklin St",6,1,0,0,2,N/A
2434062,"October 9, 2022",Texas,Beaumont,"2550 I-10 Frontage Rd",5,0,0,0,0,N/A
2433352,"October 8, 2022",California,Berkeley,"Durant Ave and Telegraph Ave",3,1,0,0,2,N/A
2440211,"October 8, 2022",Alabama,Hurtsboro,"Ross Rd",2,2,0,0,0,N/A
2434151,"October 8, 2022",Missouri,"Saint Joseph","302 Illinois Ave",4,0,0,0,0,N/A
2432772,"October 7, 2022",Oregon,Portland,"SE 92nd Ave and Powell Blvd",4,0,0,0,0,N/A
2432893,"October 7, 2022",Texas,"Fort Worth","1200 block of Jessamine St",0,4,0,0,0,N/A
2431842,"October 6, 2022",Kentucky,Louisville,"5000 block of East Indian Trail",4,0,0,0,0,N/A
2431594,"October 6, 2022","District of Columbia",Washington,"1200 North Capitol St NW",3,1,0,0,0,N/A
2431069,"October 5, 2022",Texas,Baytown,"2000 block of Tri City Beach Rd",2,4,0,1,0,N/A
2428950,"October 2, 2022",Tennessee,Nashville,"600 block of S 7th St",4,0,0,0,0,N/A
2428715,"October 2, 2022",Washington,Seattle,"4300 block of University Way NE",4,0,0,0,0,N/A
2428678,"October 1, 2022",California,Oakland,"988 Apgar St",2,2,0,0,2,N/A
2427999,"October 1, 2022",Pennsylvania,Philadelphia,"5000 block of Frankford Ave",4,0,0,0,0,N/A
2427775,"September 30, 2022",Oklahoma,Tulsa,"4929 N Peoria Ave",3,1,0,0,1,N/A
2428456,"September 30, 2022",Mississippi,Marks,"1st St and W Main St",5,0,0,0,0,N/A
2426627,"September 29, 2022",Texas,"Mc Gregor","901 S Monroe St",0,5,1,0,1,N/A
2426042,"September 28, 2022",California,Oakland,"8251 Fontaine St",5,1,0,0,0,N/A
2425825,"September 28, 2022",Ohio,Columbus,"1680 Karl Ct",5,0,0,0,1,N/A
2425799,"September 28, 2022",Maryland,Baltimore,"5500 block of Bowleys Ln",4,0,0,0,0,N/A
2426382,"September 28, 2022",Alabama,Uniontown,"100-104 Birch Rd",4,0,1,0,0,N/A
2425393,"September 27, 2022","New York","Corona (Queens)","88-01 Atlantic Ave",4,0,0,0,0,N/A
2426137,"September 27, 2022","New York","New York (Manhattan)","W 116th St and 7th Ave",4,0,0,0,0,N/A
2426061,"September 27, 2022","North Carolina",Goldsboro,"1200 block of Olivia Ln",4,0,0,0,0,N/A
2425199,"September 27, 2022",Pennsylvania,Philadelphia,"6498 Ridge Ave",4,1,0,0,4,N/A
2425839,"September 27, 2022",Florida,Jacksonville,"A Philip Randolph Blvd and Union St",4,0,0,0,0,N/A
2423747,"September 25, 2022",Pennsylvania,Harrisburg,"2300 block of Woodlawn St",4,0,0,0,5,N/A
2423338,"September 25, 2022",Indiana,Hammond,"6217 Kennedy Ave",3,1,0,0,0,N/A
2423538,"September 24, 2022",Ohio,Columbus,"E 5th Ave and Osborn Ave",3,1,0,0,0,N/A
2423331,"September 24, 2022",Georgia,Louisville,"Forrest Dr",3,1,0,0,0,N/A
2424602,"September 23, 2022",California,Castroville,N/A,4,0,0,0,0,N/A
2421430,"September 22, 2022",Illinois,Chicago,"E 35th St and S Prairie Ave",4,0,0,0,0,N/A
2420406,"September 20, 2022","New York","Mount Vernon","333 S 8th Ave",4,0,0,0,0,N/A
2420637,"September 20, 2022",Michigan,Niles,"620 N 6th St",3,2,0,0,0,N/A
2419473,"September 19, 2022",Georgia,Swainsboro,"N Coleman St",3,1,0,0,0,N/A
2417634,"September 18, 2022","New York","Corona (Queens)","41st Ave and Warren St",3,1,0,0,1,N/A
2417641,"September 18, 2022",Wisconsin,Kenosha,"2232 Roosevelt Rd",2,2,0,0,1,N/A
2417863,"September 18, 2022",Nevada,"Las Vegas","4800 block of Holt Ave",5,0,0,0,1,N/A
2417696,"September 18, 2022",Michigan,Allendale,"10295 48th Ave",4,0,0,0,1,N/A
2417293,"September 17, 2022",Missouri,"Blue Springs","US 40 and Adams Dairy Pkwy",5,0,0,0,0,N/A
2416762,"September 17, 2022",Minnesota,Minneapolis,"Hennepin Ave and N 8th St",5,0,0,0,0,N/A
2416625,"September 16, 2022",Wisconsin,Milwaukee,"4100 block of N 13th St",4,0,1,0,1,N/A
2414276,"September 14, 2022",Wisconsin,Milwaukee,"1300 block of E Hamilton St",4,0,0,0,0,N/A
2415614,"September 14, 2022",Florida,"Miami (North Miami)","NW 10th Ave and NW 131st St",5,0,0,0,0,N/A
2414858,"September 14, 2022",California,"Los Angeles","312 E 5th St",4,0,0,0,0,N/A
2414080,"September 13, 2022",Illinois,Chicago,"5531 S King Dr",7,2,0,0,0,N/A
2415479,"September 13, 2022",California,Oakland,"92nd Ave and Peach St",4,0,0,0,0,N/A
2413596,"September 12, 2022",Oklahoma,"Oklahoma City","1400 block of S Indiana Ave",4,0,0,0,0,N/A
2412198,"September 11, 2022",Michigan,Detroit,"13000 block of E Warren Ave",4,0,0,0,0,N/A
2412164,"September 11, 2022","New Mexico","Santa Fe","Paseo Feliz",5,0,0,0,2,N/A
2412289,"September 11, 2022",Michigan,"Grand Rapids",N/A,4,0,0,0,0,N/A
2412487,"September 11, 2022","North Carolina",Durham,"4400 block of NC-55",3,1,0,0,0,N/A
2411801,"September 10, 2022",Indiana,Plainfield,"2688 E Main St",2,2,0,0,0,N/A
2411871,"September 10, 2022",Kentucky,Lexington,"Georgetown Rd and Parallel Rd",4,0,0,0,0,N/A
2411007,"September 9, 2022","New York",Bronx,"810 Astor Ave",4,0,0,0,0,N/A
2410446,"September 9, 2022",Maryland,"Elk Mills","47 Hebron Ct",0,4,0,1,0,N/A
2411901,"September 9, 2022",Minnesota,Minneapolis,"328 W Broadway Ave",3,1,0,0,0,N/A
2410704,"September 8, 2022",Minnesota,Minneapolis,"626 W Broadway Ave",4,0,0,0,0,N/A
2410269,"September 8, 2022",California,"Los Angeles","4th St and Broadway",4,0,0,0,0,N/A
2408990,"September 7, 2022",Tennessee,Memphis,"3100 block of Lyndale Ave",3,3,0,0,1,N/A
2406998,"September 5, 2022",Georgia,Hartwell,"1541 Anderson Hwy",2,2,0,0,0,N/A
2407734,"September 5, 2022",Missouri,"Kansas City","7320 Manchester Ave",2,2,0,0,0,N/A
2407739,"September 5, 2022",Missouri,"Saint Louis","4400 block of Red Bud Ave",3,1,0,0,0,N/A
2406862,"September 5, 2022",Ohio,Cleveland,"13902 Euclid Ave",10,1,0,0,0,N/A
2406852,"September 5, 2022",Pennsylvania,Philadelphia,"W Russell St and N 8th St",4,2,0,0,0,N/A
2406123,"September 4, 2022","South Carolina",Charleston,"King St and Morris St",7,0,0,0,4,N/A
2406597,"September 4, 2022",Minnesota,"Saint Paul","951 Case Ave E",2,3,0,0,1,N/A
2406108,"September 4, 2022",Virginia,Norfolk,"5005 Killam Ave",5,2,0,0,0,N/A
2406656,"September 4, 2022",Florida,"Fort Lauderdale (Lauderdale Lakes)","3050 NW 41st St",4,0,0,0,0,N/A
2406651,"September 4, 2022",Illinois,Chicago,"8600 block of S Kingston Ave",2,2,0,0,0,N/A
2405689,"September 3, 2022",California,Chico,"1500 block of W 5th St",5,0,0,0,1,N/A
2405866,"September 3, 2022",Illinois,Yorkville,"8400 block of Immanuel Rd",4,0,0,0,0,N/A
2406042,"September 3, 2022",Alabama,Birmingham,"100 block of 3rd Ave W",2,2,0,0,0,N/A
2405859,"September 3, 2022",Maryland,"Capitol Heights","1428 Ritchie Rd",3,1,0,0,0,N/A
2405239,"September 2, 2022",California,Fresno,"Effie St and Grant Ave",2,2,1,0,0,N/A
2405020,"September 2, 2022",Minnesota,Minneapolis,"700 W Broadway Ave",4,0,0,0,0,N/A
2404930,"September 2, 2022","New York",Brooklyn,"223 Russell St",4,0,0,0,0,N/A
2400998,"August 29, 2022",Missouri,"Saint Louis (Jennings)","8800 block of Cozens Ave",4,0,0,0,0,N/A
2399774,"August 28, 2022",Wisconsin,Clinton,"9221 E Little Ln",4,0,0,0,0,N/A
2400434,"August 28, 2022",Oregon,Bend,"2650 NE Hwy 20",2,2,0,1,0,N/A
2399820,"August 28, 2022","New York",Albany,"Hamilton St and Ontario St",6,0,0,0,0,N/A
2399670,"August 28, 2022",Colorado,Denver,"2731 42nd Ave",3,1,0,0,0,N/A
2399839,"August 28, 2022",California,"Los Angeles","2471 Whittier Blvd",6,0,0,0,1,N/A
2400026,"August 28, 2022",Michigan,Detroit,"Wyoming Ave and W 7-Mile Rd",1,3,0,0,1,N/A
2400492,"August 28, 2022",Arizona,Phoenix,"21636 N 26th Ave",5,2,0,1,0,N/A
2399755,"August 28, 2022",Texas,Houston,"8021 Dunlap St",2,3,0,1,0,N/A
2399576,"August 27, 2022","New York",Brooklyn,"W 29th St and Boardwalk W",4,1,0,0,0,N/A
2399000,"August 27, 2022",Washington,Spokane,"302 W Queen Ave",3,1,0,0,0,N/A
2398877,"August 27, 2022",Kentucky,Lexington,"207 Legends Ln",7,0,0,0,0,N/A
2398004,"August 25, 2022",Kentucky,Henderson,"804 Clay St",2,2,0,0,1,N/A
2397504,"August 25, 2022",Washington,Spokane,"701 N Chestnut St",4,0,0,0,0,N/A
2398118,"August 25, 2022",Alabama,Birmingham,"8th St W and Finley Blvd",3,1,0,0,0,N/A
2396803,"August 24, 2022",Illinois,Chicago,"3591 N Milwaukee Ave",4,0,0,0,0,N/A
2396536,"August 24, 2022","District of Columbia",Washington,"27 O Street NW",3,2,0,0,0,N/A
2397033,"August 24, 2022",Wisconsin,Milwaukee,"2622 N 22nd St",2,2,0,1,0,N/A
2396567,"August 24, 2022",Maryland,Baltimore,"Park Heights Ave and Shirley Ave",6,1,0,0,0,N/A
2396124,"August 23, 2022",Pennsylvania,Philadelphia,"N 60th St and Race St",2,2,0,0,0,N/A
2393758,"August 21, 2022",Tennessee,Memphis,"I-240 and Norris Rd",3,1,0,0,0,N/A
2393474,"August 20, 2022",Delaware,Wilmington,"Tatnall St and W 27th St",4,0,0,0,0,N/A
2393051,"August 20, 2022","North Carolina",Asheville,"11 Grove St",4,0,0,0,0,N/A
2392698,"August 20, 2022",Illinois,Chicago,"6200 block of S Michigan Ave",5,0,0,0,0,N/A
2392494,"August 19, 2022",Illinois,Chicago,"3300 block of W Flournoy St",4,1,0,0,0,N/A
2391779,"August 19, 2022",Illinois,Chicago,"5200 block of S Green St",4,0,0,0,0,N/A
2391353,"August 18, 2022",Virginia,Norfolk,"7433 Fenner St",2,3,0,0,0,N/A
2390519,"August 17, 2022",Illinois,Chicago,"7321 S Union Ave",4,0,0,0,0,N/A
2391042,"August 17, 2022",Pennsylvania,Philadelphia,"2800 block of Bonsal St",4,0,0,0,3,N/A
2398608,"August 16, 2022",Michigan,"Paw Paw","126 E Michigan Ave",4,0,0,0,1,N/A
2389775,"August 16, 2022",Pennsylvania,Philadelphia,"5700 Haverford Ave",5,0,0,0,3,N/A
2388884,"August 16, 2022",Tennessee,Memphis,"Austin Peay Hwy and New Covington Pike",6,0,0,0,0,N/A
2386954,"August 14, 2022",Arizona,Phoenix,"4601 E Granada Rd",4,1,0,0,0,N/A
2386871,"August 14, 2022",Illinois,Chicago,"1800 block of W 78th St",4,1,0,0,0,N/A
2386878,"August 14, 2022",Maryland,Baltimore,"5100 block of Harford Rd",3,1,0,0,0,N/A
2388144,"August 13, 2022",Ohio,Cleveland,"7500 block of Bessemer Ave",4,1,0,0,0,N/A
2386032,"August 13, 2022","North Carolina",Raleigh,"2414 Paula St",6,0,0,0,0,N/A
2387010,"August 13, 2022",Georgia,"Atlanta (College Park)","5420 Riverdale Rd",4,1,0,0,0,N/A
2386151,"August 13, 2022",Washington,Renton,"1501 Orcas Ave",4,0,0,0,0,N/A
2385789,"August 12, 2022",Pennsylvania,Philadelphia,"5300 block of Charles St",3,1,0,0,0,N/A
2385846,"August 12, 2022",Missouri,"Saint Louis","5166 Dr Martin Luther King Dr",3,1,0,0,0,N/A
2383958,"August 10, 2022",Mississippi,Winona,"613 Powell St",3,1,0,0,0,N/A
2382827,"August 8, 2022",Virginia,Richmond,"3100 Carolina Ave",4,0,0,0,0,N/A
2381371,"August 7, 2022",Pennsylvania,Pittsburgh,"1700 block of Brighton Pl",3,1,0,0,5,N/A
2380747,"August 7, 2022",Ohio,Cincinnati,"1323 Main St",8,0,1,0,2,N/A
2381321,"August 7, 2022",Georgia,Atlanta,"477 Windsor St SW",4,2,0,0,0,N/A
2381000,"August 7, 2022",Alabama,Birmingham,"800 block of 2nd Ave N",4,1,0,0,1,N/A
2380361,"August 6, 2022",Michigan,Detroit,"Saratoga St and Gratiot Ave",4,1,0,0,1,N/A
2380869,"August 6, 2022",Michigan,Detroit,"19000 block of Andover St",6,1,0,0,0,N/A
2380783,"August 6, 2022",Pennsylvania,Duquesne,"Orchard Park Ave and Ridge St",4,0,0,0,0,N/A
2379316,"August 5, 2022",Virginia,Norfolk,"216 E Plume St",4,0,0,0,1,N/A
2379499,"August 5, 2022",Ohio,Dayton,"7120 Hardwicke Pl",0,4,0,0,1,N/A
2380017,"August 5, 2022",Wisconsin,Milwaukee,"N 91st St and W Allyn St",4,0,0,0,0,N/A
2378851,"August 4, 2022",Tennessee,Nashville,"371 Hickory Trace Dr",3,1,0,0,1,N/A
2379020,"August 4, 2022",Nebraska,Laurel,"503 Elm St",0,4,0,0,1,N/A
2377855,"August 3, 2022",California,"Panorama City","Parthenia St and Tobias Ave",4,1,0,0,1,N/A
2377529,"August 3, 2022",Florida,Miami,"10000 SW 173rd Terrace",5,0,0,0,0,N/A
2376380,"August 2, 2022","New York",Albany,"Central Ave and Lexington Ave",5,0,0,0,0,N/A
2377338,"August 2, 2022",Florida,Orlando,"9873 Lake District Ln",0,4,0,1,0,N/A
2376028,"August 1, 2022",Ohio,Columbus,"176 Rumsey Rd",3,2,0,0,0,N/A
2375725,"August 1, 2022",California,Paramount,"13801 Paramount Blvd",3,1,0,0,0,N/A
2375886,"August 1, 2022","District of Columbia",Washington,"444 16th St NE",5,1,0,0,0,N/A
2374750,"July 31, 2022",Indiana,"South Bend","St Joseph St and Milton St",4,0,0,0,0,N/A
2374430,"July 31, 2022",Florida,Orlando,"Wall St and S Orange Ave",7,0,0,0,0,N/A
2374401,"July 31, 2022",Indiana,Indianapolis,"Broad Ripple Ave and Guilford Ave",4,0,0,0,1,N/A
2374337,"July 31, 2022",Michigan,Detroit,"11637 Coyle St",6,2,0,0,1,N/A
2374990,"July 31, 2022",Illinois,Decatur,"2874 N Dinneen St",3,1,0,0,0,N/A
2375097,"July 31, 2022",Connecticut,Hartford,"1994 Main St",4,0,0,0,0,N/A
2373924,"July 30, 2022",Louisiana,Monroe,"2000 Peach St",3,1,0,0,0,N/A
2373692,"July 30, 2022",Illinois,Wheeling,"800 block of Fletcher Dr",5,0,0,0,0,N/A
2373859,"July 30, 2022",Georgia,Girard,"232 Claxton Rd",4,1,0,0,2,N/A
2373050,"July 29, 2022",Maryland,Baltimore,"3100 block of W North Ave",2,2,0,0,0,N/A
2373646,"July 29, 2022","New Mexico",Albuquerque,"4303 Estancia Dr NW",4,1,0,0,0,N/A
2373607,"July 29, 2022",Ohio,Cleveland,"E 154th St and Harvard Ave",3,1,0,0,0,N/A
2373111,"July 29, 2022",Florida,Miami,"10875 SW 216th St",4,0,0,0,0,N/A
2370760,"July 27, 2022",Georgia,Macon,"624 Forest Hill Rd",2,2,0,0,2,N/A
2371416,"July 27, 2022",Louisiana,Hahnville,"300 block of Sycamore St",3,1,0,0,0,N/A
